안심식당번호,시군구명,사업장명,정제지번주소,전화번호,정제WGS84위도,정제WGS84경도
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
20636,남양주시,올리앤진접점,경기도 남양주시 진접읍 금곡리 1038-2번지,031-528-4742,37.7194772934,127.2018409832
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
20636,남양주시,올리앤진접점,경기도 남양주시 진접읍 금곡리 1038-2번지,031-528-4742,37.7194772934,127.2018409832
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
20636,남양주시,올리앤진접점,경기도 남양주시 진접읍 금곡리 1038-2번지,031-528-4742,37.7194772934,127.2018409832
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20643,남양주시,동동국수집,경기도 남양주시 와부읍 팔당리 747-4번지,031-576-1588,37.5571560649,127.2365910761
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
20636,남양주시,올리앤진접점,경기도 남양주시 진접읍 금곡리 1038-2번지,031-528-4742,37.7194772934,127.2018409832
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
20644,남양주시,올리앤다산점,경기도 남양주시 다산동 6237-1번지,031-567-9008,37.5997163202,127.1745306821
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
20640,남양주시,남도사랑채,경기도 남양주시 와부읍 덕소리 567-3번지,031-576-0589,37.5849093862,127.2099558150
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
20643,남양주시,동동국수집,경기도 남양주시 와부읍 팔당리 747-4번지,031-576-1588,37.5571560649,127.2365910761
20640,남양주시,남도사랑채,경기도 남양주시 와부읍 덕소리 567-3번지,031-576-0589,37.5849093862,127.2099558150
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
2422,남양주시,남양주축협한우명가,경기도 남양주시 화도읍 창현리 555-4번지,031-560-4812,37.6465592026,127.3054005058
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
20636,남양주시,올리앤진접점,경기도 남양주시 진접읍 금곡리 1038-2번지,031-528-4742,37.7194772934,127.2018409832
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
2424,남양주시,만리장성,경기도 남양주시 진건읍 사능리 600-3번지,031-573-2006,37.6513470974,127.1784772633
2426,남양주시,소담촌 마석점,경기도 남양주시 화도읍 마석우리 541-1번지,031-592-8545,37.6582868831,127.3007328844
2428,남양주시,맷돌36샤브샤브,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-3939,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
20640,남양주시,남도사랑채,경기도 남양주시 와부읍 덕소리 567-3번지,031-576-0589,37.5849093862,127.2099558150
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2430,남양주시,광릉돌솥밥,경기도 남양주시 진접읍 팔야리 732-6번지,031-527-3334,37.7496438017,127.2086783633
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
24817,남양주시,가림,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
24819,남양주시,제이디,경기도 남양주시 진접읍 금곡리 1082-5번지,031-575-7892,37.7120043784,127.1875754710
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20643,남양주시,동동국수집,경기도 남양주시 와부읍 팔당리 747-4번지,031-576-1588,37.5571560649,127.2365910761
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20638,남양주시,참능이,경기도 남양주시 호평동 674-4번지,031-592-0560,37.6560559128,127.2551636973
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
